ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0071872,cellular response to epinephrine stimulus,1/37,13/18866,0.025205659,0.197389774,0.159270826,3784,1
BP,GO:1902947,regulation of tau-protein kinase activity,1/37,13/18866,0.025205659,0.197389774,0.159270826,3320,1
BP,GO:0006898,receptor-mediated endocytosis,3/37,328/18866,0.026168501,0.197389774,0.159270826,3320/133/811,3
BP,GO:0034101,erythrocyte homeostasis,2/37,129/18866,0.026434965,0.197389774,0.159270826,55646/3304,2
BP,GO:0071214,cellular response to abiotic stimulus,3/37,331/18866,0.026788389,0.197389774,0.159270826,5888/1410/342372,3
BP,GO:0104004,cellular response to environmental stimulus,3/37,331/18866,0.026788389,0.197389774,0.159270826,5888/1410/342372,3
BP,GO:0031958,corticosteroid receptor signaling pathway,1/37,14/18866,0.027118744,0.197389774,0.159270826,811,1
BP,GO:0045472,response to ether,1/37,14/18866,0.027118744,0.197389774,0.159270826,5244,1
BP,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,1/37,14/18866,0.027118744,0.197389774,0.159270826,26986,1
BP,GO:0060452,positive regulation of cardiac muscle contraction,1/37,14/18866,0.027118744,0.197389774,0.159270826,3784,1
BP,GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,1/37,14/18866,0.027118744,0.197389774,0.159270826,3304,1
BP,GO:0071285,cellular response to lithium ion,1/37,14/18866,0.027118744,0.197389774,0.159270826,811,1
BP,GO:0006282,regulation of DNA repair,2/37,132/18866,0.027582672,0.197389774,0.159270826,5888/8914,2
BP,GO:0042476,odontogenesis,2/37,132/18866,0.027582672,0.197389774,0.159270826,3066/133,2
BP,GO:0045346,regulation of MHC class II biosynthetic process,1/37,15/18866,0.029028175,0.197389774,0.159270826,3066,1
BP,GO:0090148,membrane fission,1/37,15/18866,0.029028175,0.197389774,0.159270826,51100,1
BP,GO:0045727,positive regulation of translation,2/37,136/18866,0.029143884,0.197389774,0.159270826,6125/26986,2
BP,GO:0032273,positive regulation of protein polymerization,2/37,137/18866,0.029539648,0.197389774,0.159270826,3304/3320,2
BP,GO:0000724,double-strand break repair via homologous recombination,2/37,138/18866,0.029937576,0.197389774,0.159270826,5888/8914,2
BP,GO:0000725,recombinational repair,2/37,140/18866,0.03073989,0.197389774,0.159270826,5888/8914,2
BP,GO:0072655,establishment of protein localization to mitochondrion,2/37,140/18866,0.03073989,0.197389774,0.159270826,51100/3320,2
BP,GO:0006268,DNA unwinding involved in DNA replication,1/37,16/18866,0.030933961,0.197389774,0.159270826,5888,1
BP,GO:0043116,negative regulation of vascular permeability,1/37,16/18866,0.030933961,0.197389774,0.159270826,133,1
BP,GO:0045116,protein neddylation,1/37,16/18866,0.030933961,0.197389774,0.159270826,6125,1
BP,GO:0045342,MHC class II biosynthetic process,1/37,16/18866,0.030933961,0.197389774,0.159270826,3066,1
BP,GO:0045989,positive regulation of striated muscle contraction,1/37,16/18866,0.030933961,0.197389774,0.159270826,3784,1
BP,GO:0051444,negative regulation of ubiquitin-protein transferase activity,1/37,16/18866,0.030933961,0.197389774,0.159270826,6125,1
BP,GO:0061450,trophoblast cell migration,1/37,16/18866,0.030933961,0.197389774,0.159270826,811,1
BP,GO:0061684,chaperone-mediated autophagy,1/37,16/18866,0.030933961,0.197389774,0.159270826,3320,1
BP,GO:0071871,response to epinephrine,1/37,16/18866,0.030933961,0.197389774,0.159270826,3784,1
BP,GO:0090083,regulation of inclusion body assembly,1/37,16/18866,0.030933961,0.197389774,0.159270826,3304,1
BP,GO:1901163,regulation of trophoblast cell migration,1/37,16/18866,0.030933961,0.197389774,0.159270826,811,1
BP,GO:1902969,mitotic DNA replication,1/37,16/18866,0.030933961,0.197389774,0.159270826,5888,1
BP,GO:1903729,regulation of plasma membrane organization,1/37,16/18866,0.030933961,0.197389774,0.159270826,51100,1
BP,GO:2001212,regulation of vasculogenesis,1/37,16/18866,0.030933961,0.197389774,0.159270826,133,1
BP,GO:0007586,digestion,2/37,141/18866,0.031144256,0.197389774,0.159270826,3784/440387,2
BP,GO:0032355,response to estradiol,2/37,141/18866,0.031144256,0.197389774,0.159270826,1410/811,2
BP,GO:0009582,detection of abiotic stimulus,2/37,144/18866,0.032370081,0.197389774,0.159270826,342372/8914,2
BP,GO:0010212,response to ionizing radiation,2/37,144/18866,0.032370081,0.197389774,0.159270826,5888/1410,2
BP,GO:0070585,protein localization to mitochondrion,2/37,144/18866,0.032370081,0.197389774,0.159270826,51100/3320,2
BP,GO:0000076,DNA replication checkpoint,1/37,17/18866,0.032836106,0.197389774,0.159270826,8914,1
BP,GO:0002031,G protein-coupled receptor internalization,1/37,17/18866,0.032836106,0.197389774,0.159270826,133,1
BP,GO:0006266,DNA ligation,1/37,17/18866,0.032836106,0.197389774,0.159270826,5888,1
BP,GO:0006957,"complement activation, alternative pathway",1/37,17/18866,0.032836106,0.197389774,0.159270826,1675,1
BP,GO:0010566,regulation of ketone biosynthetic process,1/37,17/18866,0.032836106,0.197389774,0.159270826,133,1
BP,GO:0031000,response to caffeine,1/37,17/18866,0.032836106,0.197389774,0.159270826,3066,1
BP,GO:0042448,progesterone metabolic process,1/37,17/18866,0.032836106,0.197389774,0.159270826,133,1
BP,GO:0048385,regulation of retinoic acid receptor signaling pathway,1/37,17/18866,0.032836106,0.197389774,0.159270826,811,1
BP,GO:0070293,renal absorption,1/37,17/18866,0.032836106,0.197389774,0.159270826,3784,1
BP,GO:1901673,regulation of mitotic spindle assembly,1/37,17/18866,0.032836106,0.197389774,0.159270826,3304,1
BP,GO:0042542,response to hydrogen peroxide,2/37,146/18866,0.033197808,0.198436614,0.160115505,1410/3066,2
BP,GO:0061337,cardiac conduction,2/37,148/18866,0.034033856,0.198644468,0.160283219,10699/3784,2
BP,GO:0051052,regulation of DNA metabolic process,3/37,365/18866,0.034364992,0.198644468,0.160283219,5888/8914/3320,3
BP,GO:0014074,response to purine-containing compound,2/37,149/18866,0.034454978,0.198644468,0.160283219,3784/3066,2
BP,GO:1903364,positive regulation of cellular protein catabolic process,2/37,149/18866,0.034454978,0.198644468,0.160283219,3304/3320,2
BP,GO:0006349,regulation of gene expression by genetic imprinting,1/37,18/18866,0.034734619,0.198644468,0.160283219,3784,1
BP,GO:0046885,regulation of hormone biosynthetic process,1/37,18/18866,0.034734619,0.198644468,0.160283219,133,1
BP,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",1/37,18/18866,0.034734619,0.198644468,0.160283219,26986,1
BP,GO:1990000,amyloid fibril formation,1/37,18/18866,0.034734619,0.198644468,0.160283219,1410,1
BP,GO:0006261,DNA-dependent DNA replication,2/37,151/18866,0.035303369,0.198738546,0.160359129,5888/8914,2
BP,GO:0045861,negative regulation of proteolysis,3/37,369/18866,0.035322656,0.198738546,0.160359129,1410/6125/27344,3
BP,GO:0070972,protein localization to endoplasmic reticulum,2/37,152/18866,0.035730621,0.198738546,0.160359129,58477/6125,2
BP,GO:0002262,myeloid cell homeostasis,2/37,154/18866,0.036591191,0.198738546,0.160359129,55646/3304,2
BP,GO:0001696,gastric acid secretion,1/37,19/18866,0.036629505,0.198738546,0.160359129,3784,1
BP,GO:0097320,plasma membrane tubulation,1/37,19/18866,0.036629505,0.198738546,0.160359129,51100,1
BP,GO:0097623,potassium ion export across plasma membrane,1/37,19/18866,0.036629505,0.198738546,0.160359129,3784,1
BP,GO:0098915,membrane repolarization during ventricular cardiac muscle cell action potential,1/37,19/18866,0.036629505,0.198738546,0.160359129,3784,1
BP,GO:2000104,negative regulation of DNA-dependent DNA replication,1/37,19/18866,0.036629505,0.198738546,0.160359129,8914,1
BP,GO:2000757,negative regulation of peptidyl-lysine acetylation,1/37,19/18866,0.036629505,0.198738546,0.160359129,3066,1
BP,GO:0006402,mRNA catabolic process,3/37,376/18866,0.037031927,0.199896829,0.161293731,3304/6125/26986,3
CC,GO:0101002,ficolin-1-rich granule,4/39,124/19559,0.000106602,0.008581468,0.007406039,3310/1675/3304/3320,4
CC,GO:1904813,ficolin-1-rich granule lumen,4/39,124/19559,0.000106602,0.008581468,0.007406039,3310/1675/3304/3320,4
CC,GO:0071682,endocytic vesicle lumen,2/39,20/19559,0.000719573,0.038617081,0.033327589,3320/811,2
CC,GO:0005925,focal adhesion,5/39,415/19559,0.001334385,0.046748013,0.040344803,5244/3304/6125/811/26986,5
CC,GO:0030055,cell-substrate junction,5/39,423/19559,0.001451802,0.046748013,0.040344803,5244/3304/6125/811/26986,5
CC,GO:0008180,COP9 signalosome,2/39,36/19559,0.002338401,0.062747091,0.054152442,3310/3304,2
CC,GO:0035861,site of double-strand break,2/39,61/19559,0.006582686,0.151401778,0.130663843,5888/8914,2
CC,GO:0070603,SWI/SNF superfamily-type complex,2/39,74/19559,0.009558893,0.187341202,0.16168054,3066/2186,2
CC,GO:1904949,ATPase complex,2/39,78/19559,0.010574639,0.187341202,0.16168054,3066/2186,2
CC,GO:0090734,site of DNA damage,2/39,82/19559,0.011636099,0.187341202,0.16168054,5888/8914,2
MF,GO:0051082,unfolded protein binding,6/36,118/18352,1.03E-07,1.68E-05,1.26E-05,3310/1410/8208/3304/3320/811,6
MF,GO:0044183,protein folding chaperone,3/36,27/18352,1.96E-05,0.001590084,0.001198504,3310/3304/811,3
MF,GO:0016887,ATPase activity,6/36,423/18352,0.000156842,0.008469495,0.006383765,3310/5888/5244/3304/3320/2186,6
MF,GO:0031625,ubiquitin protein ligase binding,5/36,297/18352,0.000268181,0.010861347,0.00818659,3310/3304/3320/6125/811,5
MF,GO:0044389,ubiquitin-like protein ligase binding,5/36,316/18352,0.000356722,0.011557791,0.008711525,3310/3304/3320/6125/811,5
MF,GO:0023026,MHC class II protein complex binding,2/36,16/18352,0.000441265,0.011914146,0.008980123,3108/3320,2
MF,GO:0070182,DNA polymerase binding,2/36,20/18352,0.000695229,0.016089596,0.012127311,5888/3320,2
MF,GO:0023023,MHC protein complex binding,2/36,25/18352,0.001090983,0.022092407,0.016651847,3108/3320,2
MF,GO:0051787,misfolded protein binding,2/36,27/18352,0.001273307,0.022919529,0.017275279,3310/3304,2
MF,GO:0042826,histone deacetylase binding,3/36,115/18352,0.001472047,0.023847166,0.017974472,3304/3320/3066,3
MF,GO:0031072,heat shock protein binding,3/36,127/18352,0.00195583,0.028804043,0.021710649,3310/3304/3066,3
MF,GO:0004252,serine-type endopeptidase activity,3/36,169/18352,0.004382438,0.059162912,0.044593228,1675/10699/440387,3
MF,GO:0008236,serine-type peptidase activity,3/36,187/18352,0.005805915,0.066587497,0.050189406,1675/10699/440387,3
MF,GO:0017171,serine hydrolase activity,3/36,191/18352,0.0061556,0.066587497,0.050189406,1675/10699/440387,3
MF,GO:0097110,scaffold protein binding,2/36,60/18352,0.006165509,0.066587497,0.050189406,3784/3320,2
MF,GO:0042393,histone binding,3/36,238/18352,0.011220312,0.113605658,0.085628696,8208/2186/5757,3
MF,GO:0030246,carbohydrate binding,3/36,267/18352,0.015262534,0.145442974,0.109625634,50856/342372/811,3
MF,GO:0008094,DNA-dependent ATPase activity,2/36,108/18352,0.018978066,0.148806977,0.112161204,5888/2186,2
MF,GO:0031078,histone deacetylase activity (H3-K14 specific),1/36,10/18352,0.019448859,0.148806977,0.112161204,3066,1
MF,GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific),1/36,10/18352,0.019448859,0.148806977,0.112161204,3066,1
MF,GO:0008097,5S rRNA binding,1/36,11/18352,0.021373396,0.148806977,0.112161204,6125,1
MF,GO:0008525,phosphatidylcholine transporter activity,1/36,11/18352,0.021373396,0.148806977,0.112161204,5244,1
MF,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,1/36,11/18352,0.021373396,0.148806977,0.112161204,5244,1
MF,GO:0003730,mRNA 3'-UTR binding,2/36,117/18352,0.022045478,0.148806977,0.112161204,6125/26986,2
MF,GO:1902282,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,1/36,12/18352,0.023294259,0.150946799,0.113774065,3784,1
MF,GO:0015271,outward rectifier potassium channel activity,1/36,13/18352,0.025211457,0.151268741,0.114016725,3784,1
MF,GO:0034236,protein kinase A catalytic subunit binding,1/36,13/18352,0.025211457,0.151268741,0.114016725,3784,1
MF,GO:0008494,translation activator activity,1/36,14/18352,0.027124996,0.151730675,0.114364901,26986,1
MF,GO:0001846,opsonin binding,1/36,15/18352,0.029034882,0.151730675,0.114364901,811,1
MF,GO:0017136,NAD-dependent histone deacetylase activity,1/36,15/18352,0.029034882,0.151730675,0.114364901,3066,1
MF,GO:0086008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,1/36,15/18352,0.029034882,0.151730675,0.114364901,3784,1
MF,GO:0140297,DNA-binding transcription factor binding,3/36,347/18352,0.030204687,0.151892787,0.114487091,3066/811/5757,3
MF,GO:0034979,NAD-dependent protein deacetylase activity,1/36,16/18352,0.030941123,0.151892787,0.114487091,3066,1
MF,GO:0017116,single-stranded DNA helicase activity,1/36,18/18352,0.034742696,0.160809052,0.121207603,5888,1
MF,GO:0055106,ubiquitin-protein transferase regulator activity,1/36,18/18352,0.034742696,0.160809052,0.121207603,6125,1
MF,GO:0005537,mannose binding,1/36,20/18352,0.038529769,0.172307821,0.129874641,50856,1
MF,GO:0001848,complement binding,1/36,21/18352,0.040417884,0.172307821,0.129874641,811,1
MF,GO:0140303,intramembrane lipid transporter activity,1/36,21/18352,0.040417884,0.172307821,0.129874641,5244,1
MF,GO:0008143,poly(A) binding,1/36,23/18352,0.044183306,0.17539852,0.132204213,26986,1
MF,GO:0005212,structural constituent of eye lens,1/36,24/18352,0.046060626,0.17539852,0.132204213,1410,1
MF,GO:0004407,histone deacetylase activity,1/36,25/18352,0.047934361,0.17539852,0.132204213,3066,1
MF,GO:0008266,poly(U) RNA binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,26986,1
MF,GO:0008527,taste receptor activity,1/36,26/18352,0.049804518,0.17539852,0.132204213,342372,1
MF,GO:0033558,protein deacetylase activity,1/36,26/18352,0.049804518,0.17539852,0.132204213,3066,1
MF,GO:0034237,protein kinase A regulatory subunit binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,3784,1
MF,GO:0048027,mRNA 5'-UTR binding,1/36,26/18352,0.049804518,0.17539852,0.132204213,6125,1
MF,GO:0008022,protein C-terminus binding,2/36,189/18352,0.052885571,0.175956092,0.132624475,5888/26986,2
MF,GO:0050681,androgen receptor binding,1/36,28/18352,0.053534123,0.175956092,0.132624475,811,1
MF,GO:0004175,endopeptidase activity,3/36,440/18352,0.054562996,0.175956092,0.132624475,1675/10699/440387,3
MF,GO:0008187,poly-pyrimidine tract binding,1/36,29/18352,0.055393585,0.175956092,0.132624475,26986,1
MF,GO:0070717,poly-purine tract binding,1/36,29/18352,0.055393585,0.175956092,0.132624475,26986,1
MF,GO:0008157,protein phosphatase 1 binding,1/36,30/18352,0.057249494,0.178354193,0.13443201,3784,1
MF,GO:0051059,NF-kappaB binding,1/36,31/18352,0.059101858,0.180650963,0.136163169,3066,1
MF,GO:0005251,delayed rectifier potassium channel activity,1/36,33/18352,0.062795977,0.188387932,0.141994803,3784,1
MF,GO:0001103,RNA polymerase II repressing transcription factor binding,1/36,35/18352,0.066475994,0.195802018,0.147583068,3066,1
MF,GO:0097718,disordered domain specific binding,1/36,36/18352,0.06831073,0.197613184,0.148948209,3320,1
